,search_term,_ - eng_search_key,Class,_ - url,_ - Название,Comment on relevancs,_ - Номер ГИМ,_ - Отдел/коллекция,_ - Инвентарный номер,_ - Датировка,_ - Размер,"_ - Материал, техника",_ - Номер ГК,_ - Ключевые слова,_ - Место создания,Contemporary_Toponyms,fcodeName,toponymName,coordinates,lat,long,Country,geonames 3,"_ - Автор, мастер/Изготовитель",_ - Шифр ОПИ,_ - Комплект,_ - Место находки,_ - Формат,"_ - Лист, страницы",_ - Археологический памятник,_ - Персоналии,_ - Многотомное издание: автор,_ - Многотомное издание: Название,_ - Экспозиция,_ - Выставки,_ - Альбомы,_ - Аннотация
97,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816650?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=14,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1269,Письменные источники/Письменные источники,Арх. 6988,8 ноября 1989 г.,"21,6х14,7 см","Бумага-калька, синяя шариковая ручка, рукопись",25565749.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
98,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816651?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=15,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1270,Письменные источники/Письменные источники,Арх. 6988,20 ноября 1989 г.,"Лист 1: 17,1х14,8 см; лист 2: 14,6х15,3 см; лист 3: 20,9х14,5 см","Бумага-калька, синяя шариковая ручка, рукопись",25565696.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
99,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816652?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=16,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1271,Письменные источники/Письменные источники,Арх. 6988,23 ноября 1989 г.,"20,6х14,9 см","Бумага, синяя шариковая ручка, рукопись",25565683.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
100,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816653?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=26,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1272,Письменные источники/Письменные источники,Арх. 6988,1 декабря 1989 г.,"20,9х15 см","Бумага, синяя шариковая ручка, рукопись",25565886.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
101,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816654?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=29,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1273,Письменные источники/Письменные источники,Арх. 6988,5-7 декабря 1989 г.,"21,1х15,2 см","Бумага, синяя шариковая ручка, рукопись",25565649.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
102,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816655?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=33,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1274,Письменные источники/Письменные источники,Арх. 6988,20 декабря 1989 г.,"14,3х16,6 см","Бумага, синяя шариковая ручка, рукопись",25565660.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
103,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816656?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=42,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1275,Письменные источники/Письменные источники,Арх. 6988,2 января 1990 г.,"15х10,5 см","Бумага, синяя шариковая ручка, рукопись",25565891.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
104,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816657?page=2&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=50,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1276,Письменные источники/Письменные источники,Арх. 6988,18 января 1990 г.,"20,9х14,6 см","Бумага, синяя шариковая ручка, рукопись",25565672.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
105,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816658?page=2&query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=51,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1277,Письменные источники/Письменные источники,Арх. 6988,9 февраля 1990 г.,"20,6х15 см","Бумага-калька, синяя шариковая ручка, рукопись",25565625.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
106,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816659?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=17,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1278,Письменные источники/Письменные источники,Арх. 6988,22 февраля 1990 г.,"Лист 1: 17,4х14,8 см","Бумага-калька, синяя шариковая ручка, рукопись",25565687.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
107,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816660?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=22,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1279,Письменные источники/Письменные источники,Арх. 6988,17-29 марта 1990 г.,21х15 см,"Бумага, синяя шариковая ручка, рукопись",25565665.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
108,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816661?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=18,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1280,Письменные источники/Письменные источники,Арх. 6988,31 марта 1990 г.,"20,7х13,3 см","Бумага, синяя шариковая ручка, рукопись",25565744.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
109,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816662?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=27,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1281,Письменные источники/Письменные источники,Арх. 6988,10 апреля 1990 г.,"26,8х17,3 см","Бумага-калька, синяя шариковая ручка, рукопись",25565655.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
110,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816664?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=37,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1283,Письменные источники/Письменные источники,Арх. 6988,8 мая 1990 г.,"25,2х18,7 см","Бумага-калька, синяя шариковая ручка, рукопись",25565691.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
111,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816665?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=43,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1284,Письменные источники/Письменные источники,Арх. 6988,24 мая 1990 г.,"20,8х15 см","Бумага, синяя шариковая ручка, рукопись",25565634.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
112,Израиль,Israel,Jewish,https://catalog.shm.ru/entity/OBJECT/5816666?query=%D0%98%D0%B7%D1%80%D0%B0%D0%B8%D0%BB%D1%8C&index=35,Письмо – черновик Розановой М.А. из Москвы к подруге Любецкой Э.М. в Тель-Авив (Израиль).,,ГИМ 114846/1285,Письменные источники/Письменные источники,Арх. 6988,24 июня 1990 г.,"21х14,7 см","Бумага, синяя шариковая ручка, рукопись",25565635.0,Израиль Москва,г. Москва,Москва,capital of a political entity,Moscow,"55.75222,37.61556",55.75222,37.61556,Russia,"city, village,...",,Ф.344,,,,,,,,,,,,
