,Reg number,Museum number,url,subject,query,Object type,Title,Type 1,Type 2,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Find|ProductionLocation,Toponym,"lat,lng",Production place - comment,Find spot 2,Find spot - comments,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Add ids,Cat no,Banknote serial number,Joined objects,Image
280,"19,120,710.22","19,120,710.22",https://www.britishmuseum.org/collection/object/C_1912-0710-223,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Bust of Marcus Aurelius, laureate, draped and cuirassed, right.; Armenia seated left, resting head on right hand and left hand on bow and quiver; before her, vexillum and shield.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,163-164,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,silver,,,,Die-axis: 12 o'clock; Weight: 3.14 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: ANTONINVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: P M TR P XVIII IMP II COS III; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,,"RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Named in inscription & portrayed: Armenia,,,,Purchased from: Messrs W S Lincoln & Son,,,,1912,,,Coins and Medals,,,RE4 (422) (276),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_15/d314b07b_6076_42e5_83bc_a3c100fa294c/preview_00665518_001.jpg
281,"18,600,602.13","18,600,602.13",https://www.britishmuseum.org/collection/object/C_1860-0602-131,armenian,armenia,coin,,money,,drachm,,"Silver coin.; Bust of Marcus Aurelius, right, bearded, bareheaded, drapery over shoulders.; Female figure (Armenia) wearing tall head-dress and long garment, seated left, on ground; beside, shield and vexillum-like standard.",,,Roman Empire,Marcus Aurelius,,,Roman Provincial,161-180,Minted in|Associated with,Republic of Iraq|Imperium Romanum,"33,44|41.8925,12.48499",,,,silver,,,,Die-axis: 2 o'clock; Weight: 3.32 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Greek Inscription script: Greek Inscription quoted: AVT K MAV[PHΛ] NTΩNIN Inscription transliteration: AVT K MAV[REL] NTONIN; Inscription type: inscription Inscription position: reverse Inscription language: Greek Inscription script: Greek Inscription quoted: VΠΕΡΝΙΚΗCPΩΜΑΙΩΝ Inscription transliteration: VPΕRΝΙΚES ROΜΑΙOΝ; Inscription type: inscription Inscription position: reverse exergue Inscription language: Greek Inscription script: Greek Inscription quoted: [A]PM[...] Inscription transliteration: [A]RM[...],,"BMC Greek (Arabia) / Catalogue of the Greek coins of Arabia, Mesopotamia and Persia (Nabataea, Arabia Provincia, S Arabia, Mesopotamia, Babylonia, Assyria, Persia, Alexandrine Empire of the East, Persis, Elymais, Characene)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Representation of: Armenia,,,,Purchased from: George Eastwood,,,,1860,,,Coins and Medals,,,GC28 (BMC Greek (Arabia)) (137) (2),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_19/1bb2a931_d1e1_4e3f_9ce6_a3c1013a917f/preview_00692532_001.jpg
282,"20,050,834.10","20,050,834.10",https://www.britishmuseum.org/collection/object/C_2005-0834-10,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Bust of Marcus Aurelius, laureate and cuirassed, right.; Armenia seated left, surrounded by arms, resting head on right hand; before her, vexillum.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,164-165,Minted in|Excavated/Findspot|Associated with,Rome|Henrik Krøyer Holme|Imperium Romanum,"41.89193,12.51133|80.68333,-13.75|41.8925,12.48499",city,Holme,(Lincolnshire)|(Holme hoard),silver,,,,Die-axis: 6 o'clock; Diameter: 19 millimetres; Weight: 3.19 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: ANTONINVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: P M TR P XIX IMP II COS III; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,,"RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Named in inscription & portrayed: Armenia,,,,"Acquired through the Treasure Act: Department for Culture, Media and Sport; Donated by: British Museum Friends",,,,2005,,,Coins and Medals,,Treasure/PAS number: 2003T225(199) (Treasure number),,,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_16/0bd34356_4842_47e3_8723_a3c10107b995/preview_00671409_001.jpg
283,"18,600,330.15","18,600,330.15",https://www.britishmuseum.org/collection/object/C_1860-0330-148,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Head of Marcus Aurelius, bare, right.; Armenia seated left, resting head on right hand and left hand on bow and quiver; before her, vexillum and shield.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,163-164,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,silver,,,,Die-axis: 6 o'clock; Weight: 3.47 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: ANTONINVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: P M TR P XVIII IMP II COS III; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,,"RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Named in inscription & portrayed: Armenia,,,,Donated by: Count John Francis William de Salis,,,,1860,,,Coins and Medals,,,RE4 (421) (271),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_15/debb1e6b_95a9_4411_931c_a3c100fa636a/preview_00665513_001.jpg
284,"19,390,608.50","19,390,608.50",https://www.britishmuseum.org/collection/object/C_1939-0608-5,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Head of Marcus Aurelius, laureate, right.; Armenia seated left, resting head on right hand and left hand on bow and quiver; before her, vexillum and shield.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,163-164,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,silver,,,,Die-axis: 12 o'clock; Weight: 3.291 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: M ANTONINVS AVG ARMEN P M; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: TR P XVIII IMP II COS III; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,,"RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Named in inscription & portrayed: Armenia,,,,Donated by: Paul Tinchant,,,,1939,,,Coins and Medals,,,RE4 (854) (278) (bis),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_15/b1c21aa7_8e46_4cba_8a98_a3c100fa2a6a/preview_00665519_001.jpg
285,"18,771,102.10","18,771,102.10",https://www.britishmuseum.org/collection/object/C_1877-1102-1,armenian,armenia,coin,,money,,,,Silver coin.,,,,Levon I,,,,,Minted in,Republic of Armenia,"40.25,45",,,,silver,,,,Weight: 2.910 grammes,,,,Not on display,,,,,,,,,,,,1877,,,Coins and Medals,,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_6/e389dc2c_7c7d_41c7_95a4_a3b70070a67a/preview_00033636_001.jpg
286,"19,120,710.22","19,120,710.22",https://www.britishmuseum.org/collection/object/C_1912-0710-224,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Head of Marcus Aurelius, bare, right.; Armenia seated left, resting head on right hand and left hand on bow and quiver; before her, vexillum and shield.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,163-164,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,silver,,,,Die-axis: 12 o'clock; Weight: 3.24 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: ANTONINVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: P M TR P XVIII IMP II COS III; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,,"RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Named in inscription & portrayed: Armenia,,,,Purchased from: Messrs W S Lincoln & Son,,,,1912,,,Coins and Medals,,,RE4 (421) (272),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_15/a0ba2fd8_2642_457d_8980_a3c100fa64d7/preview_00665514_001.jpg
287,"19,700,909.25","19,700,909.25",https://www.britishmuseum.org/collection/object/C_1970-0909-245,armenian,armenia,coin,,money,,drachm,,"Silver coin.; Bust of Marcus Aurelius, right, bearded, laureate, drapery on left shoulder.; Female figure (Armenia) wearing tall head-dress and long garment, seated left, on ground; beside, shield and vexillum-like standard.",,,Roman Empire,Marcus Aurelius,,,Roman Provincial,161-180,Minted in|Associated with,Republic of Iraq|Imperium Romanum,"33,44|41.8925,12.48499",,,,silver,,,,Die-axis: 5 o'clock; Weight: 2.63 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Greek Inscription script: Greek Inscription quoted: AVTKM[…] [...]ANTΩNINOC Inscription transliteration: AVTKM[…] [...]ANTONINOS; Inscription type: inscription Inscription position: reverse Inscription language: Greek Inscription script: Greek Inscription quoted: […] NKVPIΩN CEB Inscription transliteration: […] NKVRION SEB; Inscription type: inscription Inscription position: reverse exergue Inscription language: Greek Inscription script: Greek Inscription quoted: [A]PMENIA Inscription transliteration: [A]RMENIA,,"BMC Greek (Arabia) / Catalogue of the Greek coins of Arabia, Mesopotamia and Persia (Nabataea, Arabia Provincia, S Arabia, Mesopotamia, Babylonia, Assyria, Persia, Alexandrine Empire of the East, Persis, Elymais, Characene) (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Representation of: Armenia,,,,Purchased from: A H Baldwin & Sons Ltd,,,,1970,,,Coins and Medals,,,,,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_19/95c74ec1_e130_4e93_892f_a3c1013a9024/preview_00692531_001.jpg
288,R.14033,R.14033,https://www.britishmuseum.org/collection/object/C_R-14033,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Head of Lucius Verus, bare, right.; Armenia seated left, resting head on right hand and left hand on bow and quiver; before her, shield and standard.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,162-163,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,silver,,,,Die-axis: 6 o'clock; Weight: 3.66 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: L VERVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: TR P III IMP II COS II; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,,"RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Lucius Verus;  Named in inscription & portrayed: Armenia,,,,Bequeathed by: Clayton Mordaunt Cracherode,,,,1799,,,Coins and Medals,,,RE4 (417) (239),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_15/332a771b_2195_4b6f_92d5_a3c100fa3d76/preview_00665484_001.jpg
289,"SSB,157.130.1","SSB,157.130.1",https://www.britishmuseum.org/collection/object/C_SSB-157-130-1,armenian,armenia,coin,,money,,,,Silver coin.,,,,Hethum I,,,,1226-1270,Minted in,Republic of Armenia,"40.25,45",,,,silver,,,,Weight: 2.840 grammes,,,,Not on display,,,,,,,,"Donated by: Dorothea, Lady Banks",,,Previous owner/ex-collection: Sarah Sophia Banks,1818,,,Coins and Medals,,,,,,
290,"G3,RIS.864","G3,RIS.864",https://www.britishmuseum.org/collection/object/C_G3-RIS-864,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Head of Marcus Aurelius, laureate, right.; Armenia seated left, resting head on right hand and left hand on bow and quiver; before her, vexillum and shield.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,163-164,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,silver,,,,Die-axis: 12 o'clock; Weight: 3.29 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: ANTONINVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: P M TR P XVIII IMP II COS III; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,,"RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Named in inscription & portrayed: Armenia,,,,"Donated by: George IV, King of the United Kingdom",,,"Previous owner/ex-collection: George III, King of the United Kingdom",1825,,,Coins and Medals,,,RE4 (422) (274),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_15/4de9816a_fba4_4a3e_87bb_a3c100fa26d4/preview_00665516_001.jpg
291,"R1874,0715.74","R1874,0715.74",https://www.britishmuseum.org/collection/object/C_R1874-0715-74,armenian,armenia,coin,,money,,aureus,,"Gold coin.; Bust of Lucius Verus, draped, cuirassed, head, bare, right.; Armenia, wearing cloak and breeches to ankles, and pointed cap, seated left, on ground, in attitude of mourning, propping head on right hand, right elbow bent and resting on right knee, left hand on bow and quiver: to right, behind her, trophy.",,,Roman Empire,Lucius Verus,,,Roman Imperial,163,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,gold,,,,Die-axis: 10 o'clock; Weight: 7.170 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: L VERVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: TR P III IMP II COS II,,"RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Lucius Verus;  Representation of: Armenia,,,,Purchased from: Rollin & Feuardent,,,,1874,,,Coins and Medals,,,RE4 (416) (233),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_14/511d8704_f682_4e86_bf0a_a3c100ecdf6a/preview_00658660_001.jpg
292,"19,370,707.55","19,370,707.55",https://www.britishmuseum.org/collection/object/C_1937-0707-55,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Bust of Lucius Verus, bare-headed, with aegis on left shoulder, right.; Armenia seated left, resting head on right hand and left hand on bow and quiver; behind her, trophy.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,162-163,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,silver,,,,Die-axis: 19 millimetres max ; Die-axis: 6 o'clock; Weight: 3.34 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: L VERVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: TR P III IMP II COS II; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,"Silver striking from aureus dies (Calico vol. I, 2104a) - if genuine. If not, perhaps a sophisticated modern cast which would explain the apparent shrinkage evident from the die span of the gold specimen.","RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (var.)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Lucius Verus;  Named in inscription & portrayed: Armenia,,,,Purchased from: A H Baldwin & Sons Ltd,,,,1937,,,Coins and Medals,,,RE4 (417) (241),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_15/651b2c1b_6f3a_4da2_a5a4_a3c100fa3fba/preview_00665486_001.jpg
293,"BNK,R.499","BNK,R.499",https://www.britishmuseum.org/collection/object/C_BNK-R-499,armenian,armenia,coin,,money,,denarius,,"Silver coin.; Bust of Marcus Aurelius, laureate and cuirassed, right.; Armenia seated left, resting head on right hand and left hand on bow and quiver; before her, vexillum and shield.",,,Roman Empire,Marcus Aurelius; Lucius Verus,,,Roman Imperial,163-164,Minted in|Associated with,Rome|Imperium Romanum,"41.89193,12.51133|41.8925,12.48499",city,,,silver,,,,Die-axis: 12 o'clock; Weight: 3.38 grammes,Inscription type: inscription Inscription position: obverse Inscription language: Latin Inscription quoted: ANTONINVS AVG ARMENIACVS; Inscription type: inscription Inscription position: reverse Inscription language: Latin Inscription quoted: P M TR P XVIII IMP II COS III; Inscription type: inscription Inscription position: reverse exergue Inscription language: Latin Inscription quoted: ARMEN,,"RE4 / Coins of the Roman Empire in the British Museum, vol.IV: Antoninus Pius to Commodus. Introduction, indexes and plates.; RIC3 / The Roman imperial coinage, vol. 3: Antoninus Pius to Commodus (type)",Not on display,,,emperor/empress| allegory/personification,Named in inscription & portrayed: Marcus Aurelius;  Named in inscription & portrayed: Armenia,,,,Donated by: Bank of England,,,,1877,"The Bank of England loaned their Collection to the British Museum in 1865 wishing to make it accessible to the general public. This remained as a separate Collection until 1877 when the Bank Directors decided it would be more useful to the museum and the public if incorporated into the national collection. The Bank of England collection was therefore presented to the British Museum in 1877, any duplicates being sold to create a coins and medals purchase fund.",,Coins and Medals,,,RE4 (422) (275),,,https://media.britishmuseum.org/media/Repository/Documents/2014_10/11_15/bf3d89db_af79_4b73_885a_a3c100fa281c/preview_00665517_001.jpg
